2.999999999999999889e-02 7.365117488254414734e-06 2.045105911259648194e-05 3.549542633676654754e-05 5.389407464132498388e-05 7.536146978849708397e-05 9.982772496249088209e-05 1.291205714064872412e-04 1.626673087882796610e-04 2.015825692635883170e-04 2.461667075623120461e-04 2.983282510523078968e-04 3.566602171100912615e-04 4.240305362305049771e-04 5.014998463891264056e-04 5.857902822897178468e-04 6.793579827130657696e-04 7.999233826795774981e-04 9.253027927826853365e-04 1.066136898056760981e-03 1.223481749031396591e-03 1.867955655975834985e-03 2.727982061489791880e-03 3.842609642545387425e-03 5.302797129799323786e-03 7.091898486401800039e-03 9.281966646218912584e-03 1.189789762924813032e-02 1.485214646242255868e-02 1.823515393468265466e-02 2.212102133984625990e-02 2.647618593009769955e-02 3.098235129556281553e-02 3.601612219482078214e-02 4.120803367768920838e-02 6.415311525319028485e-02 8.906285423241601384e-02 1.148313538359167496e-01 1.405141348625583153e-01 1.642604860776095133e-01
3.454190000000000038e-02 2.453663586922787753e-05 6.686285523078960011e-05 1.150415698902816652e-04 1.706612107076018500e-04 2.353626592621121331e-04 3.086384762036499399e-04 3.881191696075214160e-04 4.839667957313824862e-04 5.870893381898371942e-04 7.057691265898282176e-04 8.388691162762655336e-04 9.871181814785912056e-04 1.154319303106838678e-03 1.334408010860534729e-03 1.549011391310798529e-03 1.764124834196412845e-03 2.022784274517667406e-03 2.307028554915645582e-03 2.622792163528614787e-03 2.962606122168616810e-03 4.306342785980143278e-03 6.043035775518160527e-03 8.197095897125028507e-03 1.083241071689125708e-02 1.403125471579390673e-02 1.771297868576208329e-02 2.197673685373816369e-02 2.676827205482617059e-02 3.216053799715395956e-02 3.806220583878144187e-02 4.455482014206919861e-02 5.148448139853271238e-02 5.863889178825840154e-02 6.584247147616095752e-02 9.827446926999906796e-02 1.321673745233054864e-01 1.653819787684786824e-01 1.991836900050527603e-01 2.299992810509574326e-01
3.977130000000000248e-02 6.158792767852855040e-05 1.655203151271700463e-04 2.830879323450178763e-04 4.162280694534758346e-04 5.674904289949938554e-04 7.355582984495400182e-04 9.212092730958532051e-04 1.127487695329066177e-03 1.357722117314849467e-03 1.611837416781303342e-03 1.897491607934300188e-03 2.209378016995203978e-03 2.544990434018590177e-03 2.927768460333907141e-03 3.344076599722764585e-03 3.805415696638413114e-03 4.295077638530066071e-03 4.842617730590501740e-03 5.425299959049683166e-03 6.074712326676634869e-03 8.485480990776717719e-03 1.151106263916030006e-02 1.514041847849735035e-02 1.942822896706708838e-02 2.450101176725571345e-02 3.022750459961124139e-02 3.673635956213852638e-02 4.388542615095544774e-02 5.180826678804393431e-02 6.028723104164216556e-02 6.941286080016163818e-02 7.875602853761803912e-02 8.786510909815624382e-02 9.874450970536916006e-02 1.421421319502587377e-01 1.861463928678980251e-01 2.306301101538577591e-01 2.733910611526888523e-01 3.127482519948409090e-01
4.579249999999999987e-02 1.288162007820568009e-04 3.451444459838244974e-04 5.871961293312026554e-04 8.591139892726541369e-04 1.159922286050916107e-03 1.488106848670704566e-03 1.849280282097760754e-03 2.245761167949746756e-03 2.683960223142033488e-03 3.176589402896075939e-03 3.702178813886535403e-03 4.277493112431120237e-03 4.903642243466660618e-03 5.588439230213631745e-03 6.309949914169483629e-03 7.101046577044820528e-03 7.954171994491244027e-03 8.881398751781989509e-03 9.849855799808687404e-03 1.092125192968235528e-02 1.492305764364283173e-02 1.967179936208772115e-02 2.525115243648716132e-02 3.180530187098031675e-02 3.919553314328399346e-02 4.750021946950385571e-02 5.669781529867686659e-02 6.683437882738478553e-02 7.756421273771198222e-02 8.914422831680864079e-02 1.015631587585668905e-01 1.142018558702526665e-01 1.274292027162354513e-01 1.407809792979530794e-01 1.970182263585848192e-01 2.546402943582485867e-01 3.112678779170342525e-01 3.685987311408329137e-01 4.219974250304139307e-01
5.272530000000000272e-02 2.398553552944550436e-04 6.374092007280337180e-04 1.080177209308027164e-03 1.567301149753249625e-03 2.109186424591626054e-03 2.690617908577932690e-03 3.330231778721799620e-03 4.020158755509447776e-03 4.748705964067071600e-03 5.581695660202150994e-03 6.467606200703397354e-03 7.429286230606786494e-03 8.464507333563306771e-03 9.556717742813396893e-03 1.074401421546067152e-02 1.200319225504815381e-02 1.336468269383758734e-02 1.481384533732820093e-02 1.630639853463185587e-02 1.793675434942313199e-02 2.398539091378558072e-02 3.104840232923512452e-02 3.908679789199309695e-02 4.828471042010630543e-02 5.860394879531893864e-02 7.014794048622914613e-02 8.279672871563208136e-02 9.611998820919086250e-02 1.107455661473158853e-01 1.258312647601150802e-01 1.420927228803124664e-01 1.583625776626624571e-01 1.757358242128479742e-01 1.932823706866634850e-01 2.661888509695151117e-01 3.420410094447651206e-01 4.161220253049705553e-01 4.919962263829974480e-01 5.639692238967927151e-01
6.070770000000000333e-02 4.067852931428485937e-04 1.077123934728477705e-03 1.809361140605889560e-03 2.614542749133150559e-03 3.491586360719959627e-03 4.438787616679389439e-03 5.454911736191507717e-03 6.572677600073894080e-03 7.756697478112212045e-03 9.021447190814907424e-03 1.030899459181448992e-02 1.186354238276379064e-02 1.343571341510852064e-02 1.507669909368890802e-02 1.686483571249274699e-02 1.876428726739579056e-02 2.075762660224224343e-02 2.285413307007906972e-02 2.513787676628594439e-02 2.744442723252554436e-02 3.599452258114995556e-02 4.586805250713046206e-02 5.723724697041930598e-02 6.979888741840943600e-02 8.365980913878671987e-02 9.881538605760863125e-02 1.152023995254504579e-01 1.332904854634416048e-01 1.519270152700634424e-01 1.718992499574937827e-01 1.930176776474314404e-01 2.146126004136477972e-01 2.372207791754638029e-01 2.598373692573267002e-01 3.550099440056682099e-01 4.532822498065909866e-01 5.556606863929618445e-01 6.563205377456758915e-01 7.501403779368585045e-01
6.989860000000000517e-02 6.406690750557239664e-04 1.687044992033961228e-03 2.828509959730686300e-03 4.062610872724197950e-03 5.363195263157129189e-03 6.828991510260618882e-03 8.355278857086921238e-03 1.002054149885971655e-02 1.172670354893409761e-02 1.365025712750942560e-02 1.563995599897707173e-02 1.767238268916304644e-02 2.000455866179837866e-02 2.242016792118264878e-02 2.493595534453882032e-02 2.756883085649600509e-02 3.039047685470148280e-02 3.335987485902604938e-02 3.646626729641255782e-02 3.975665790744057487e-02 5.140580984930256947e-02 6.491377206117095178e-02 7.982985312711669834e-02 9.661595220754155833e-02 1.151731962166879231e-01 1.354050220155616213e-01 1.572501147241643915e-01 1.803250913341399586e-01 2.050076144506970954e-01 2.310764858004312472e-01 2.585838130747377672e-01 2.873549689532554074e-01 3.169834870317793096e-01 3.465816222971774274e-01 4.730452885127952034e-01 6.052669024210610704e-01 7.388445267475181044e-01 8.722312447960246518e-01 9.998343223108637767e-01
8.048089999999999411e-02 9.511203504839087827e-04 2.503245391047079129e-03 4.169466524022307462e-03 5.946192579481789260e-03 7.885944009089464191e-03 9.936560883773834160e-03 1.215274025073972627e-02 1.448972860386311089e-02 1.698726396437603980e-02 1.960615012497623696e-02 2.238171769459894669e-02 2.535895785129007804e-02 2.849199423230539679e-02 3.176767325537310782e-02 3.513580447593253608e-02 3.893375221621030863e-02 4.274970786720987126e-02 4.669655612687666907e-02 5.096516758775148509e-02 5.540843650375695123e-02 7.094866513080706760e-02 8.889505829724082819e-02 1.090843568619999371e-01 1.310369265963350904e-01 1.555252742351573292e-01 1.824806094128592349e-01 2.111901888710347730e-01 2.416625254692643665e-01 2.755599846924198237e-01 3.088928922126918386e-01 3.450281095449374003e-01 3.823947672338797732e-01 4.213194614732094778e-01 4.596221104619910292e-01 6.288988500474542720e-01 8.035808825064353345e-01 9.808227658252148817e-01 1.157845205612336281e+00 1.323769918199246609e+00
9.266530000000000600e-02 1.354747943382951948e-03 3.555543383921285373e-03 5.910827120421338274e-03 8.434573416858735795e-03 1.110797474002829521e-02 1.398289139195320156e-02 1.704186211300340661e-02 2.024495520800538226e-02 2.370984930399844953e-02 2.725644410664503428e-02 3.116762493351710878e-02 3.523295466451718816e-02 3.939060713676659220e-02 4.396135399698864604e-02 4.871663494224090507e-02 5.358526714494273729e-02 5.874617043157092516e-02 6.418193341568116661e-02 6.979608215560276219e-02 7.578318587579124799e-02 9.680897415244964221e-02 1.204839644022731443e-01 1.473421915089885292e-01 1.770371609009871727e-01 2.096369232434691920e-01 2.454825338870968710e-01 2.825704859853064299e-01 3.255669708648139538e-01 3.672358811736626816e-01 4.126403070987970101e-01 4.610320629347962051e-01 5.093377267528312879e-01 5.616343938533365776e-01 6.135616641778931513e-01 8.312936379855341285e-01 1.065285785827799980e+00 1.297736655446845244e+00 1.529266554506412579e+00 1.739023065384840416e+00
1.066939999999999972e-01 1.882466478396255726e-03 4.936121648805284583e-03 8.174912512311068025e-03 1.167228101106556996e-02 1.537781209937121030e-02 1.931039371622697565e-02 2.345871726712804237e-02 2.788986402077722401e-02 3.261006911209706621e-02 3.749170616785637428e-02 4.279619561732629640e-02 4.823226333920838799e-02 5.399106008918166250e-02 6.012005701912982031e-02 6.642190929972877078e-02 7.313133970628052372e-02 8.006200625324376430e-02 8.748404344543431188e-02 9.507010221534199779e-02 1.029264125965450444e-01 1.314291884040835467e-01 1.636857181027809027e-01 1.994826428858049450e-01 2.389539442901548738e-01 2.829941204393584542e-01 3.307652534184345461e-01 3.807844248950773003e-01 4.351015131717420603e-01 4.913187300655135759e-01 5.520120485331231341e-01 6.165591607160076926e-01 6.822455489483935098e-01 7.485537405298704483e-01 8.173598070703459451e-01 1.106345810628129200e+00 1.406979596668214594e+00 1.708522184224577911e+00 2.001618500490415897e+00 2.270432606758239213e+00
